,usuarios,n_baterias,n_estaciones,cambios_bateria
3221,32220,5612.0,296,285356.0
3222,32230,5613.0,296,285444.0
3223,32240,5615.0,297,285533.0
3224,32250,5617.0,297,285621.0
3225,32260,5618.0,297,285710.0
3226,32270,5620.0,297,285798.0
3227,32280,5622.0,297,285887.0
3228,32290,5624.0,297,285975.0
3229,32300,5625.0,297,286063.0
3230,32310,5627.0,297,286152.0
3231,32320,5629.0,297,286240.0
3232,32330,5631.0,297,286329.0
3233,32340,5632.0,297,286417.0
3234,32350,5634.0,298,286506.0
3235,32360,5636.0,298,286594.0
3236,32370,5638.0,298,286682.0
3237,32380,5639.0,298,286771.0
3238,32390,5641.0,298,286859.0
3239,32400,5643.0,298,286948.0
3240,32410,5644.0,298,287036.0
3241,32420,5646.0,298,287125.0
3242,32430,5648.0,298,287213.0
3243,32440,5650.0,298,287302.0
3244,32450,5651.0,298,287390.0
3245,32460,5653.0,299,287478.0
3246,32470,5655.0,299,287567.0
3247,32480,5657.0,299,287655.0
3248,32490,5658.0,299,287744.0
3249,32500,5660.0,299,287832.0
3250,32510,5662.0,299,287921.0
3251,32520,5663.0,299,288009.0
3252,32530,5665.0,299,288097.0
3253,32540,5667.0,299,288186.0
3254,32550,5669.0,299,288274.0
3255,32560,5670.0,299,288363.0
3256,32570,5672.0,300,288451.0
3257,32580,5674.0,300,288540.0
3258,32590,5676.0,300,288628.0
3259,32600,5677.0,300,288716.0
3260,32610,5679.0,300,288805.0
3261,32620,5681.0,300,288893.0
3262,32630,5683.0,300,288982.0
3263,32640,5684.0,300,289070.0
3264,32650,5686.0,300,289159.0
3265,32660,5688.0,300,289247.0
3266,32670,5689.0,300,289336.0
3267,32680,5691.0,301,289424.0
3268,32690,5693.0,301,289512.0
3269,32700,5695.0,301,289601.0
3270,32710,5696.0,301,289689.0
3271,32720,5698.0,301,289778.0
3272,32730,5700.0,301,289866.0
3273,32740,5702.0,301,289955.0
3274,32750,5703.0,301,290043.0
3275,32760,5705.0,301,290131.0
3276,32770,5707.0,301,290220.0
3277,32780,5709.0,301,290308.0
3278,32790,5710.0,302,290397.0
3279,32800,5712.0,302,290485.0
3280,32810,5714.0,302,290574.0
3281,32820,5715.0,302,290662.0
3282,32830,5717.0,302,290750.0
3283,32840,5719.0,302,290839.0
3284,32850,5721.0,302,290927.0
3285,32860,5722.0,302,291016.0
3286,32870,5724.0,302,291104.0
3287,32880,5726.0,302,291193.0
3288,32890,5728.0,302,291281.0
3289,32900,5729.0,303,291370.0
3290,32910,5731.0,303,291458.0
3291,32920,5733.0,303,291546.0
3292,32930,5735.0,303,291635.0
3293,32940,5736.0,303,291723.0
3294,32950,5738.0,303,291812.0
3295,32960,5740.0,303,291900.0
3296,32970,5741.0,303,291989.0
3297,32980,5743.0,303,292077.0
3298,32990,5745.0,303,292165.0
3299,33000,5747.0,303,292254.0
3300,33010,5748.0,304,292342.0
3301,33020,5750.0,304,292431.0
3302,33030,5752.0,304,292519.0
3303,33040,5754.0,304,292608.0
3304,33050,5755.0,304,292696.0
3305,33060,5757.0,304,292784.0
3306,33070,5759.0,304,292873.0
3307,33080,5761.0,304,292961.0
3308,33090,5762.0,304,293050.0
3309,33100,5764.0,304,293138.0
3310,33110,5766.0,304,293227.0
3311,33120,5767.0,305,293315.0
3312,33130,5769.0,305,293404.0
3313,33140,5771.0,305,293492.0
3314,33150,5773.0,305,293580.0
3315,33160,5774.0,305,293669.0
3316,33170,5776.0,305,293757.0
3317,33180,5778.0,305,293846.0
3318,33190,5780.0,305,293934.0
3319,33200,5781.0,305,294023.0
3320,33210,5783.0,305,294111.0
3321,33220,5785.0,305,294199.0
3322,33230,5786.0,306,294288.0
3323,33240,5788.0,306,294376.0
3324,33250,5790.0,306,294465.0
3325,33260,5792.0,306,294553.0
3326,33270,5793.0,306,294642.0
3327,33280,5795.0,306,294730.0
3328,33290,5797.0,306,294819.0
3329,33300,5799.0,306,294907.0
3330,33310,5800.0,306,294995.0
3331,33320,5802.0,306,295084.0
3332,33330,5804.0,306,295172.0
3333,33340,5806.0,307,295261.0
3334,33350,5807.0,307,295349.0
3335,33360,5809.0,307,295438.0
3336,33370,5811.0,307,295526.0
3337,33380,5812.0,307,295614.0
3338,33390,5814.0,307,295703.0
3339,33400,5816.0,307,295791.0
3340,33410,5818.0,307,295880.0
3341,33420,5819.0,307,295968.0
3342,33430,5821.0,307,296057.0
3343,33440,5823.0,307,296145.0
3344,33450,5825.0,308,296233.0
3345,33460,5826.0,308,296322.0
3346,33470,5828.0,308,296410.0
3347,33480,5830.0,308,296499.0
3348,33490,5832.0,308,296587.0
3349,33500,5833.0,308,296676.0
3350,33510,5835.0,308,296764.0
3351,33520,5837.0,308,296853.0
3352,33530,5838.0,308,296941.0
3353,33540,5840.0,308,297029.0
3354,33550,5842.0,308,297118.0
3355,33560,5844.0,309,297206.0
3356,33570,5845.0,309,297295.0
3357,33580,5847.0,309,297383.0
3358,33590,5849.0,309,297472.0
3359,33600,5851.0,309,297560.0
3360,33610,5852.0,309,297648.0
3361,33620,5854.0,309,297737.0
3362,33630,5856.0,309,297825.0
3363,33640,5858.0,309,297914.0
3364,33650,5859.0,309,298002.0
3365,33660,5861.0,309,298091.0
3366,33670,5863.0,310,298179.0
3367,33680,5864.0,310,298267.0
3368,33690,5866.0,310,298356.0
3369,33700,5868.0,310,298444.0
3370,33710,5870.0,310,298533.0
3371,33720,5871.0,310,298621.0
3372,33730,5873.0,310,298710.0
3373,33740,5875.0,310,298798.0
3374,33750,5877.0,310,298887.0
3375,33760,5878.0,310,298975.0
3376,33770,5880.0,310,299063.0
3377,33780,5882.0,311,299152.0
3378,33790,5883.0,311,299240.0
3379,33800,5885.0,311,299329.0
3380,33810,5887.0,311,299417.0
3381,33820,5889.0,311,299506.0
3382,33830,5890.0,311,299594.0
3383,33840,5892.0,311,299682.0
3384,33850,5894.0,311,299771.0
3385,33860,5896.0,311,299859.0
3386,33870,5897.0,311,299948.0
3387,33880,5899.0,311,300036.0
3388,33890,5901.0,312,300125.0
3389,33900,5903.0,312,300213.0
3390,33910,5904.0,312,300301.0
3391,33920,5906.0,312,300390.0
3392,33930,5908.0,312,300478.0
3393,33940,5909.0,312,300567.0
3394,33950,5911.0,312,300655.0
3395,33960,5913.0,312,300744.0
3396,33970,5915.0,312,300832.0
3397,33980,5916.0,312,300921.0
3398,33990,5918.0,312,301009.0
3399,34000,5920.0,313,301097.0
3400,34010,5922.0,313,301186.0
3401,34020,5923.0,313,301274.0
3402,34030,5925.0,313,301363.0
3403,34040,5927.0,313,301451.0
3404,34050,5929.0,313,301540.0
3405,34060,5930.0,313,301628.0
3406,34070,5932.0,313,301716.0
3407,34080,5934.0,313,301805.0
3408,34090,5935.0,313,301893.0
3409,34100,5937.0,313,301982.0
3410,34110,5939.0,314,302070.0
3411,34120,5941.0,314,302159.0
3412,34130,5942.0,314,302247.0
3413,34140,5944.0,314,302335.0
3414,34150,5946.0,314,302424.0
3415,34160,5948.0,314,302512.0
3416,34170,5949.0,314,302601.0
3417,34180,5951.0,314,302689.0
3418,34190,5953.0,314,302778.0
3419,34200,5955.0,314,302866.0
3420,34210,5956.0,314,302955.0
3421,34220,5958.0,315,303043.0
3422,34230,5960.0,315,303131.0
3423,34240,5961.0,315,303220.0
3424,34250,5963.0,315,303308.0
3425,34260,5965.0,315,303397.0
3426,34270,5967.0,315,303485.0
3427,34280,5968.0,315,303574.0
3428,34290,5970.0,315,303662.0
3429,34300,5972.0,315,303750.0
3430,34310,5974.0,315,303839.0
3431,34320,5975.0,315,303927.0
3432,34330,5977.0,316,304016.0
3433,34340,5979.0,316,304104.0
3434,34350,5980.0,316,304193.0
3435,34360,5982.0,316,304281.0
3436,34370,5984.0,316,304369.0
3437,34380,5986.0,316,304458.0
3438,34390,5987.0,316,304546.0
3439,34400,5989.0,316,304635.0
3440,34410,5991.0,316,304723.0
3441,34420,5993.0,316,304812.0
3442,34430,5994.0,316,304900.0
3443,34440,5996.0,317,304989.0
3444,34450,5998.0,317,305077.0
3445,34460,6000.0,317,305165.0
3446,34470,6001.0,317,305254.0
3447,34480,6003.0,317,305342.0
3448,34490,6005.0,317,305431.0
3449,34500,6006.0,317,305519.0
3450,34510,6008.0,317,305608.0
3451,34520,6010.0,317,305696.0
3452,34530,6012.0,317,305784.0
3453,34540,6013.0,317,305873.0
3454,34550,6015.0,318,305961.0
3455,34560,6017.0,318,306050.0
3456,34570,6019.0,318,306138.0
3457,34580,6020.0,318,306227.0
3458,34590,6022.0,318,306315.0
3459,34600,6024.0,318,306403.0
3460,34610,6026.0,318,306492.0
3461,34620,6027.0,318,306580.0
3462,34630,6029.0,318,306669.0
3463,34640,6031.0,318,306757.0
3464,34650,6032.0,318,306846.0
3465,34660,6034.0,319,306934.0
3466,34670,6036.0,319,307023.0
3467,34680,6038.0,319,307111.0
3468,34690,6039.0,319,307199.0
3469,34700,6041.0,319,307288.0
3470,34710,6043.0,319,307376.0
3471,34720,6045.0,319,307465.0
3472,34730,6046.0,319,307553.0
3473,34740,6048.0,319,307642.0
3474,34750,6050.0,319,307730.0
3475,34760,6052.0,320,307818.0
3476,34770,6053.0,320,307907.0
3477,34780,6055.0,320,307995.0
3478,34790,6057.0,320,308084.0
3479,34800,6058.0,320,308172.0
3480,34810,6060.0,320,308261.0
3481,34820,6062.0,320,308349.0
3482,34830,6064.0,320,308437.0
3483,34840,6065.0,320,308526.0
3484,34850,6067.0,320,308614.0
3485,34860,6069.0,320,308703.0
3486,34870,6071.0,321,308791.0
3487,34880,6072.0,321,308880.0
3488,34890,6074.0,321,308968.0
3489,34900,6076.0,321,309057.0
3490,34910,6077.0,321,309145.0
3491,34920,6079.0,321,309233.0
3492,34930,6081.0,321,309322.0
3493,34940,6083.0,321,309410.0
3494,34950,6084.0,321,309499.0
3495,34960,6086.0,321,309587.0
3496,34970,6088.0,321,309676.0
3497,34980,6090.0,322,309764.0
3498,34990,6091.0,322,309852.0
3499,35000,6093.0,322,309941.0
3500,35010,6095.0,322,310029.0
3501,35020,6097.0,322,310118.0
3502,35030,6098.0,322,310206.0
3503,35040,6100.0,322,310295.0
3504,35050,6102.0,322,310383.0
3505,35060,6103.0,322,310471.0
3506,35070,6105.0,322,310560.0
3507,35080,6107.0,322,310648.0
3508,35090,6109.0,323,310737.0
3509,35100,6110.0,323,310825.0
3510,35110,6112.0,323,310914.0
3511,35120,6114.0,323,311002.0
3512,35130,6116.0,323,311091.0
3513,35140,6117.0,323,311179.0
3514,35150,6119.0,323,311267.0
3515,35160,6121.0,323,311356.0
3516,35170,6123.0,323,311444.0
3517,35180,6124.0,323,311533.0
3518,35190,6126.0,323,311621.0
3519,35200,6128.0,324,311710.0
3520,35210,6129.0,324,311798.0
3521,35220,6131.0,324,311886.0
3522,35230,6133.0,324,311975.0
3523,35240,6135.0,324,312063.0
3524,35250,6136.0,324,312152.0
3525,35260,6138.0,324,312240.0
3526,35270,6140.0,324,312329.0
3527,35280,6142.0,324,312417.0
3528,35290,6143.0,324,312505.0
3529,35300,6145.0,324,312594.0
3530,35310,6147.0,325,312682.0
3531,35320,6149.0,325,312771.0
3532,35330,6150.0,325,312859.0
3533,35340,6152.0,325,312948.0
3534,35350,6154.0,325,313036.0
3535,35360,6155.0,325,313125.0
3536,35370,6157.0,325,313213.0
3537,35380,6159.0,325,313301.0
3538,35390,6161.0,325,313390.0
3539,35400,6162.0,325,313478.0
3540,35410,6164.0,325,313567.0
3541,35420,6166.0,326,313655.0
3542,35430,6168.0,326,313744.0
3543,35440,6169.0,326,313832.0
3544,35450,6171.0,326,313920.0
3545,35460,6173.0,326,314009.0
3546,35470,6174.0,326,314097.0
3547,35480,6176.0,326,314186.0
3548,35490,6178.0,326,314274.0
3549,35500,6180.0,326,314363.0
3550,35510,6181.0,326,314451.0
3551,35520,6183.0,326,314539.0
3552,35530,6185.0,327,314628.0
3553,35540,6187.0,327,314716.0
3554,35550,6188.0,327,314805.0
3555,35560,6190.0,327,314893.0
3556,35570,6192.0,327,314982.0
3557,35580,6194.0,327,315070.0
3558,35590,6195.0,327,315159.0
3559,35600,6197.0,327,315247.0
3560,35610,6199.0,327,315335.0
3561,35620,6200.0,327,315424.0
3562,35630,6202.0,327,315512.0
3563,35640,6204.0,328,315601.0
3564,35650,6206.0,328,315689.0
3565,35660,6207.0,328,315778.0
3566,35670,6209.0,328,315866.0
3567,35680,6211.0,328,315954.0
3568,35690,6213.0,328,316043.0
3569,35700,6214.0,328,316131.0
3570,35710,6216.0,328,316220.0
3571,35720,6218.0,328,316308.0
3572,35730,6220.0,328,316397.0
3573,35740,6221.0,328,316485.0
3574,35750,6223.0,329,316573.0
3575,35760,6225.0,329,316662.0
3576,35770,6226.0,329,316750.0
3577,35780,6228.0,329,316839.0
3578,35790,6230.0,329,316927.0
3579,35800,6232.0,329,317016.0
3580,35810,6233.0,329,317104.0
3581,35820,6235.0,329,317193.0
3582,35830,6237.0,329,317281.0
3583,35840,6239.0,329,317369.0
3584,35850,6240.0,329,317458.0
3585,35860,6242.0,330,317546.0
3586,35870,6244.0,330,317635.0
3587,35880,6246.0,330,317723.0
3588,35890,6247.0,330,317812.0
3589,35900,6249.0,330,317900.0
3590,35910,6251.0,330,317988.0
3591,35920,6252.0,330,318077.0
3592,35930,6254.0,330,318165.0
3593,35940,6256.0,330,318254.0
3594,35950,6258.0,330,318342.0
3595,35960,6259.0,330,318431.0
3596,35970,6261.0,331,318519.0
3597,35980,6263.0,331,318607.0
3598,35990,6265.0,331,318696.0
3599,36000,6266.0,331,318784.0
3600,36010,6268.0,331,318873.0
3601,36020,6270.0,331,318961.0
3602,36030,6271.0,331,319050.0
3603,36040,6273.0,331,319138.0
3604,36050,6275.0,331,319227.0
3605,36060,6277.0,331,319315.0
3606,36070,6278.0,331,319403.0
3607,36080,6280.0,332,319492.0
3608,36090,6282.0,332,319580.0
3609,36100,6284.0,332,319669.0
3610,36110,6285.0,332,319757.0
3611,36120,6287.0,332,319846.0
3612,36130,6289.0,332,319934.0
3613,36140,6291.0,332,320022.0
3614,36150,6292.0,332,320111.0
3615,36160,6294.0,332,320199.0
3616,36170,6296.0,332,320288.0
3617,36180,6297.0,332,320376.0
3618,36190,6299.0,333,320465.0
3619,36200,6301.0,333,320553.0
3620,36210,6303.0,333,320641.0
3621,36220,6304.0,333,320730.0
3622,36230,6306.0,333,320818.0
3623,36240,6308.0,333,320907.0
3624,36250,6310.0,333,320995.0
3625,36260,6311.0,333,321084.0
3626,36270,6313.0,333,321172.0
3627,36280,6315.0,333,321261.0
3628,36290,6317.0,333,321349.0
3629,36300,6318.0,334,321437.0
3630,36310,6320.0,334,321526.0
3631,36320,6322.0,334,321614.0
3632,36330,6323.0,334,321703.0
3633,36340,6325.0,334,321791.0
3634,36350,6327.0,334,321880.0
3635,36360,6329.0,334,321968.0
3636,36370,6330.0,334,322056.0
3637,36380,6332.0,334,322145.0
3638,36390,6334.0,334,322233.0
3639,36400,6336.0,334,322322.0
3640,36410,6337.0,335,322410.0
3641,36420,6339.0,335,322499.0
3642,36430,6341.0,335,322587.0
3643,36440,6343.0,335,322676.0
3644,36450,6344.0,335,322764.0
3645,36460,6346.0,335,322852.0
3646,36470,6348.0,335,322941.0
3647,36480,6349.0,335,323029.0
3648,36490,6351.0,335,323118.0
3649,36500,6353.0,335,323206.0
3650,36510,6355.0,335,323295.0
3651,36520,6356.0,336,323383.0
3652,36530,6358.0,336,323471.0
3653,36540,6360.0,336,323560.0
3654,36550,6362.0,336,323648.0
3655,36560,6363.0,336,323737.0
3656,36570,6365.0,336,323825.0
3657,36580,6367.0,336,323914.0
3658,36590,6368.0,336,324002.0
3659,36600,6370.0,336,324090.0
3660,36610,6372.0,336,324179.0
3661,36620,6374.0,336,324267.0
3662,36630,6375.0,337,324356.0
3663,36640,6377.0,337,324444.0
3664,36650,6379.0,337,324533.0
3665,36660,6381.0,337,324621.0
3666,36670,6382.0,337,324710.0
3667,36680,6384.0,337,324798.0
3668,36690,6386.0,337,324886.0
3669,36700,6388.0,337,324975.0
3670,36710,6389.0,337,325063.0
3671,36720,6391.0,337,325152.0
3672,36730,6393.0,337,325240.0
3673,36740,6394.0,338,325329.0
3674,36750,6396.0,338,325417.0
3675,36760,6398.0,338,325505.0
3676,36770,6400.0,338,325594.0
3677,36780,6401.0,338,325682.0
3678,36790,6403.0,338,325771.0
3679,36800,6405.0,338,325859.0
3680,36810,6407.0,338,325948.0
3681,36820,6408.0,338,326036.0
3682,36830,6410.0,338,326124.0
3683,36840,6412.0,338,326213.0
3684,36850,6414.0,339,326301.0
3685,36860,6415.0,339,326390.0
3686,36870,6417.0,339,326478.0
3687,36880,6419.0,339,326567.0
3688,36890,6420.0,339,326655.0
3689,36900,6422.0,339,326744.0
3690,36910,6424.0,339,326832.0
3691,36920,6426.0,339,326920.0
3692,36930,6427.0,339,327009.0
3693,36940,6429.0,339,327097.0
3694,36950,6431.0,339,327186.0
3695,36960,6433.0,340,327274.0
3696,36970,6434.0,340,327363.0
3697,36980,6436.0,340,327451.0
3698,36990,6438.0,340,327539.0
3699,37000,6440.0,340,327628.0
3700,37010,6441.0,340,327716.0
3701,37020,6443.0,340,327805.0
3702,37030,6445.0,340,327893.0
3703,37040,6446.0,340,327982.0
3704,37050,6448.0,340,328070.0
3705,37060,6450.0,340,328158.0
3706,37070,6452.0,341,328247.0
3707,37080,6453.0,341,328335.0
3708,37090,6455.0,341,328424.0
3709,37100,6457.0,341,328512.0
3710,37110,6459.0,341,328601.0
3711,37120,6460.0,341,328689.0
3712,37130,6462.0,341,328778.0
3713,37140,6464.0,341,328866.0
3714,37150,6465.0,341,328954.0
3715,37160,6467.0,341,329043.0
3716,37170,6469.0,341,329131.0
3717,37180,6471.0,342,329220.0
3718,37190,6472.0,342,329308.0
3719,37200,6474.0,342,329397.0
3720,37210,6476.0,342,329485.0
3721,37220,6478.0,342,329573.0
3722,37230,6479.0,342,329662.0
3723,37240,6481.0,342,329750.0
3724,37250,6483.0,342,329839.0
3725,37260,6485.0,342,329927.0
3726,37270,6486.0,342,330016.0
3727,37280,6488.0,342,330104.0
3728,37290,6490.0,343,330192.0
3729,37300,6491.0,343,330281.0
3730,37310,6493.0,343,330369.0
3731,37320,6495.0,343,330458.0
3732,37330,6497.0,343,330546.0
3733,37340,6498.0,343,330635.0
3734,37350,6500.0,343,330723.0
3735,37360,6502.0,343,330812.0
3736,37370,6504.0,343,330900.0
3737,37380,6505.0,343,330988.0
3738,37390,6507.0,343,331077.0
3739,37400,6509.0,344,331165.0
3740,37410,6511.0,344,331254.0
3741,37420,6512.0,344,331342.0
3742,37430,6514.0,344,331431.0
3743,37440,6516.0,344,331519.0
3744,37450,6517.0,344,331607.0
3745,37460,6519.0,344,331696.0
3746,37470,6521.0,344,331784.0
3747,37480,6523.0,344,331873.0
3748,37490,6524.0,344,331961.0
3749,37500,6526.0,344,332050.0
3750,37510,6528.0,345,332138.0
3751,37520,6530.0,345,332226.0
3752,37530,6531.0,345,332315.0
3753,37540,6533.0,345,332403.0
3754,37550,6535.0,345,332492.0
3755,37560,6537.0,345,332580.0
3756,37570,6538.0,345,332669.0
3757,37580,6540.0,345,332757.0
3758,37590,6542.0,345,332846.0
3759,37600,6543.0,345,332934.0
3760,37610,6545.0,345,333022.0
3761,37620,6547.0,346,333111.0
3762,37630,6549.0,346,333199.0
3763,37640,6550.0,346,333288.0
3764,37650,6552.0,346,333376.0
3765,37660,6554.0,346,333465.0
3766,37670,6556.0,346,333553.0
3767,37680,6557.0,346,333641.0
3768,37690,6559.0,346,333730.0
3769,37700,6561.0,346,333818.0
3770,37710,6563.0,346,333907.0
3771,37720,6564.0,346,333995.0
3772,37730,6566.0,347,334084.0
3773,37740,6568.0,347,334172.0
3774,37750,6569.0,347,334260.0
3775,37760,6571.0,347,334349.0
3776,37770,6573.0,347,334437.0
3777,37780,6575.0,347,334526.0
3778,37790,6576.0,347,334614.0
3779,37800,6578.0,347,334703.0
3780,37810,6580.0,347,334791.0
3781,37820,6582.0,347,334880.0
3782,37830,6583.0,347,334968.0
3783,37840,6585.0,348,335056.0
3784,37850,6587.0,348,335145.0
3785,37860,6588.0,348,335233.0
3786,37870,6590.0,348,335322.0
3787,37880,6592.0,348,335410.0
3788,37890,6594.0,348,335499.0
3789,37900,6595.0,348,335587.0
3790,37910,6597.0,348,335675.0
3791,37920,6599.0,348,335764.0
3792,37930,6601.0,348,335852.0
3793,37940,6602.0,348,335941.0
3794,37950,6604.0,349,336029.0
3795,37960,6606.0,349,336118.0
3796,37970,6608.0,349,336206.0
3797,37980,6609.0,349,336294.0
3798,37990,6611.0,349,336383.0
3799,38000,6613.0,349,336471.0
3800,38010,6614.0,349,336560.0
3801,38020,6616.0,349,336648.0
3802,38030,6618.0,349,336737.0
3803,38040,6620.0,349,336825.0
3804,38050,6621.0,349,336914.0
3805,38060,6623.0,350,337002.0
3806,38070,6625.0,350,337090.0
3807,38080,6627.0,350,337179.0
3808,38090,6628.0,350,337267.0
3809,38100,6630.0,350,337356.0
3810,38110,6632.0,350,337444.0
3811,38120,6634.0,350,337533.0
3812,38130,6635.0,350,337621.0
3813,38140,6637.0,350,337709.0
3814,38150,6639.0,350,337798.0
3815,38160,6640.0,350,337886.0
3816,38170,6642.0,351,337975.0
3817,38180,6644.0,351,338063.0
3818,38190,6646.0,351,338152.0
3819,38200,6647.0,351,338240.0
3820,38210,6649.0,351,338328.0
3821,38220,6651.0,351,338417.0
3822,38230,6653.0,351,338505.0
3823,38240,6654.0,351,338594.0
3824,38250,6656.0,351,338682.0
3825,38260,6658.0,351,338771.0
3826,38270,6660.0,352,338859.0
3827,38280,6661.0,352,338948.0
3828,38290,6663.0,352,339036.0
3829,38300,6665.0,352,339124.0
3830,38310,6666.0,352,339213.0
3831,38320,6668.0,352,339301.0
3832,38330,6670.0,352,339390.0
3833,38340,6672.0,352,339478.0
3834,38350,6673.0,352,339567.0
3835,38360,6675.0,352,339655.0
3836,38370,6677.0,352,339743.0
3837,38380,6679.0,353,339832.0
3838,38390,6680.0,353,339920.0
3839,38400,6682.0,353,340009.0
3840,38410,6684.0,353,340097.0
3841,38420,6685.0,353,340186.0
3842,38430,6687.0,353,340274.0
3843,38440,6689.0,353,340362.0
3844,38450,6691.0,353,340451.0
3845,38460,6692.0,353,340539.0
3846,38470,6694.0,353,340628.0
3847,38480,6696.0,353,340716.0
3848,38490,6698.0,354,340805.0
3849,38500,6699.0,354,340893.0
3850,38510,6701.0,354,340982.0
3851,38520,6703.0,354,341070.0
3852,38530,6705.0,354,341158.0
3853,38540,6706.0,354,341247.0
3854,38550,6708.0,354,341335.0
3855,38560,6710.0,354,341424.0
3856,38570,6711.0,354,341512.0
3857,38580,6713.0,354,341601.0
3858,38590,6715.0,354,341689.0
3859,38600,6717.0,355,341777.0
3860,38610,6718.0,355,341866.0
3861,38620,6720.0,355,341954.0
3862,38630,6722.0,355,342043.0
3863,38640,6724.0,355,342131.0
3864,38650,6725.0,355,342220.0
3865,38660,6727.0,355,342308.0
3866,38670,6729.0,355,342396.0
3867,38680,6731.0,355,342485.0
3868,38690,6732.0,355,342573.0
3869,38700,6734.0,355,342662.0
3870,38710,6736.0,356,342750.0
3871,38720,6737.0,356,342839.0
3872,38730,6739.0,356,342927.0
3873,38740,6741.0,356,343016.0
3874,38750,6743.0,356,343104.0
3875,38760,6744.0,356,343192.0
3876,38770,6746.0,356,343281.0
3877,38780,6748.0,356,343369.0
3878,38790,6750.0,356,343458.0
3879,38800,6751.0,356,343546.0
3880,38810,6753.0,356,343635.0
3881,38820,6755.0,357,343723.0
3882,38830,6757.0,357,343811.0
3883,38840,6758.0,357,343900.0
3884,38850,6760.0,357,343988.0
3885,38860,6762.0,357,344077.0
3886,38870,6763.0,357,344165.0
3887,38880,6765.0,357,344254.0
3888,38890,6767.0,357,344342.0
3889,38900,6769.0,357,344430.0
3890,38910,6770.0,357,344519.0
3891,38920,6772.0,357,344607.0
3892,38930,6774.0,358,344696.0
3893,38940,6776.0,358,344784.0
3894,38950,6777.0,358,344873.0
3895,38960,6779.0,358,344961.0
3896,38970,6781.0,358,345050.0
3897,38980,6782.0,358,345138.0
3898,38990,6784.0,358,345226.0
3899,39000,6786.0,358,345315.0
3900,39010,6788.0,358,345403.0
3901,39020,6789.0,358,345492.0
3902,39030,6791.0,358,345580.0
3903,39040,6793.0,359,345669.0
3904,39050,6795.0,359,345757.0
3905,39060,6796.0,359,345845.0
3906,39070,6798.0,359,345934.0
3907,39080,6800.0,359,346022.0
3908,39090,6802.0,359,346111.0
3909,39100,6803.0,359,346199.0
3910,39110,6805.0,359,346288.0
3911,39120,6807.0,359,346376.0
3912,39130,6808.0,359,346464.0
3913,39140,6810.0,359,346553.0
3914,39150,6812.0,360,346641.0
3915,39160,6814.0,360,346730.0
3916,39170,6815.0,360,346818.0
3917,39180,6817.0,360,346907.0
3918,39190,6819.0,360,346995.0
3919,39200,6821.0,360,347084.0
3920,39210,6822.0,360,347172.0
3921,39220,6824.0,360,347260.0
3922,39230,6826.0,360,347349.0
3923,39240,6828.0,360,347437.0
3924,39250,6829.0,360,347526.0
3925,39260,6831.0,361,347614.0
3926,39270,6833.0,361,347703.0
3927,39280,6834.0,361,347791.0
3928,39290,6836.0,361,347879.0
3929,39300,6838.0,361,347968.0
3930,39310,6840.0,361,348056.0
3931,39320,6841.0,361,348145.0
3932,39330,6843.0,361,348233.0
3933,39340,6845.0,361,348322.0
3934,39350,6847.0,361,348410.0
3935,39360,6848.0,361,348498.0
3936,39370,6850.0,362,348587.0
3937,39380,6852.0,362,348675.0
3938,39390,6854.0,362,348764.0
3939,39400,6855.0,362,348852.0
3940,39410,6857.0,362,348941.0
3941,39420,6859.0,362,349029.0
3942,39430,6860.0,362,349118.0
3943,39440,6862.0,362,349206.0
3944,39450,6864.0,362,349294.0
3945,39460,6866.0,362,349383.0
3946,39470,6867.0,362,349471.0
3947,39480,6869.0,363,349560.0
3948,39490,6871.0,363,349648.0
3949,39500,6873.0,363,349737.0
3950,39510,6874.0,363,349825.0
3951,39520,6876.0,363,349913.0
3952,39530,6878.0,363,350002.0
3953,39540,6879.0,363,350090.0
3954,39550,6881.0,363,350179.0
3955,39560,6883.0,363,350267.0
3956,39570,6885.0,363,350356.0
3957,39580,6886.0,363,350444.0
3958,39590,6888.0,364,350532.0
3959,39600,6890.0,364,350621.0
3960,39610,6892.0,364,350709.0
3961,39620,6893.0,364,350798.0
3962,39630,6895.0,364,350886.0
3963,39640,6897.0,364,350975.0
3964,39650,6899.0,364,351063.0
3965,39660,6900.0,364,351152.0
3966,39670,6902.0,364,351240.0
3967,39680,6904.0,364,351328.0
3968,39690,6905.0,364,351417.0
3969,39700,6907.0,365,351505.0
3970,39710,6909.0,365,351594.0
3971,39720,6911.0,365,351682.0
3972,39730,6912.0,365,351771.0
3973,39740,6914.0,365,351859.0
3974,39750,6916.0,365,351947.0
3975,39760,6918.0,365,352036.0
3976,39770,6919.0,365,352124.0
3977,39780,6921.0,365,352213.0
3978,39790,6923.0,365,352301.0
3979,39800,6925.0,365,352390.0
3980,39810,6926.0,366,352478.0
3981,39820,6928.0,366,352567.0
3982,39830,6930.0,366,352655.0
3983,39840,6931.0,366,352743.0
3984,39850,6933.0,366,352832.0
3985,39860,6935.0,366,352920.0
3986,39870,6937.0,366,353009.0
3987,39880,6938.0,366,353097.0
3988,39890,6940.0,366,353186.0
3989,39900,6942.0,366,353274.0
3990,39910,6944.0,366,353362.0
3991,39920,6945.0,367,353451.0
3992,39930,6947.0,367,353539.0
3993,39940,6949.0,367,353628.0
3994,39950,6951.0,367,353716.0
3995,39960,6952.0,367,353805.0
3996,39970,6954.0,367,353893.0
