,usuarios,n_baterias,n_estaciones,cambios_bateria
0,10,50.0,50,98.0
1,20,50.0,50,190.0
2,30,50.0,50,262.0
3,40,50.0,50,451.0
4,50,50.0,50,511.0
5,60,50.0,50,492.0
6,70,50.0,50,631.0
7,80,50.0,50,771.0
8,90,50.0,50,867.0
9,100,50.0,50,978.0
10,110,50.0,50,928.0
11,120,50.0,50,949.0
12,130,50.0,50,1267.0
13,140,50.0,50,1157.0
14,150,50.0,50,1295.0
15,160,50.0,50,1466.0
16,170,50.0,50,1629.0
17,180,50.0,50,1863.0
18,190,50.0,50,1751.0
19,200,50.0,50,1969.0
20,210,50.0,50,1758.0
21,220,50.0,50,1924.0
22,230,50.0,50,1960.0
23,240,54.0,50,2399.0
24,250,52.0,50,2231.0
25,260,53.0,50,2439.0
26,270,57.0,50,2571.0
27,280,63.0,50,2608.0
28,290,62.0,50,2710.0
29,300,66.0,50,2962.0
30,310,60.0,50,2537.0
31,320,62.0,50,3006.0
32,330,72.0,50,3025.0
33,340,70.0,50,3301.0
34,350,67.0,50,3206.0
35,360,73.0,50,3334.0
36,370,88.0,50,3289.0
37,380,74.0,50,3331.0
38,390,86.0,50,3963.0
39,400,89.0,50,3879.0
40,410,79.0,50,3749.0
41,420,86.0,50,3701.0
42,430,70.0,50,3789.0
43,440,89.0,50,3919.0
44,450,101.0,50,4281.0
45,460,92.0,50,4099.0
46,470,92.0,50,4179.0
47,480,107.0,50,4056.0
48,490,105.0,50,4429.0
49,500,111.0,50,4633.0
50,510,116.0,50,4680.0
51,520,101.0,50,4774.0
52,530,124.0,50,5220.0
53,540,110.0,50,5079.0
54,550,109.0,50,4604.0
55,560,104.0,50,5079.0
56,570,115.0,50,5365.0
57,580,114.0,50,5349.0
58,590,118.0,50,5453.0
59,600,122.0,50,5312.0
60,610,134.0,50,5420.0
61,620,114.0,50,5375.0
62,630,141.0,50,5902.0
63,640,114.0,50,5726.0
64,650,123.0,50,6217.0
65,660,137.0,50,5997.0
66,670,135.0,50,5955.0
67,680,144.0,50,6646.0
68,690,137.0,50,6500.0
69,700,155.0,50,6594.0
70,710,131.0,50,6692.0
71,720,154.0,50,7228.0
72,730,130.0,50,6171.0
73,740,146.0,50,6968.0
74,750,168.0,50,6891.0
75,760,156.0,50,7102.0
76,770,157.0,50,7082.0
77,780,161.0,50,6815.0
78,790,177.0,50,7251.0
79,800,150.0,50,7370.0
80,810,163.0,50,7338.0
81,820,165.0,50,7358.0
82,830,160.0,50,7581.0
83,840,171.0,50,7764.0
84,850,167.0,50,7705.0
85,860,162.0,50,8096.0
86,870,167.0,50,7584.0
87,880,171.0,50,7796.0
88,890,159.0,50,8007.0
89,900,161.0,50,7883.0
90,910,177.0,50,8542.0
91,920,178.0,50,8486.0
92,930,187.0,50,8810.0
93,940,164.0,50,8044.0
94,950,171.0,50,8701.0
95,960,185.0,50,8839.0
96,970,189.0,50,8720.0
97,980,178.0,50,8704.0
98,990,188.0,50,9129.0
99,1000,194.0,50,8835.0
100,1010,182.0,50,8997.0
101,1020,190.0,50,9086.0
102,1030,204.0,50,9427.0
103,1040,201.0,50,9444.0
104,1050,203.0,50,9614.0
105,1060,201.0,50,9757.0
106,1070,206.0,50,9789.0
107,1080,208.0,50,10031.0
108,1090,198.0,50,10143.0
109,1100,195.0,50,9789.0
110,1110,199.0,50,9716.0
111,1120,214.0,50,10544.0
112,1130,211.0,50,10246.0
113,1140,207.0,50,10410.0
114,1150,219.0,50,10649.0
115,1160,223.0,50,10375.0
116,1170,222.0,50,10726.0
117,1180,233.0,50,10970.0
118,1190,240.0,50,11083.0
119,1200,243.0,50,11217.0
120,1210,241.0,50,10458.0
121,1220,230.0,50,11077.0
122,1230,238.0,50,11291.0
123,1240,215.0,50,10661.0
124,1250,227.0,50,11204.0
125,1260,248.0,50,11649.0
126,1270,244.0,50,11397.0
127,1280,237.0,50,11495.0
128,1290,251.0,50,12163.0
129,1300,231.0,50,11574.0
130,1310,258.0,50,11765.0
131,1320,249.0,50,11800.0
132,1330,255.0,50,11935.0
133,1340,262.0,50,12072.0
134,1350,241.0,50,12058.0
135,1360,266.0,50,12263.0
136,1370,245.0,50,12111.0
137,1380,258.0,50,12434.0
138,1390,272.0,50,12674.0
139,1400,266.0,50,12526.0
140,1410,261.0,50,13078.0
141,1420,270.0,50,12907.0
142,1430,252.0,50,13151.0
143,1440,251.0,50,12185.0
144,1450,296.0,50,13404.0
145,1460,307.0,50,13797.0
146,1470,304.0,50,13332.0
147,1480,289.0,50,13456.0
148,1490,300.0,50,13280.0
149,1500,282.0,50,13484.0
150,1510,298.0,50,13548.0
151,1520,279.0,50,13612.0
152,1530,307.0,50,13976.0
153,1540,279.0,50,13866.0
154,1550,307.0,50,14425.0
155,1560,319.0,50,14507.0
156,1570,306.0,50,14200.0
157,1580,295.0,50,14148.0
158,1590,301.0,50,14346.0
159,1600,291.0,50,14398.0
160,1610,300.0,50,14411.0
161,1620,294.0,50,14780.0
162,1630,307.0,50,14538.0
163,1640,326.0,50,14795.0
164,1650,315.0,50,14944.0
165,1660,314.0,50,15067.0
166,1670,349.0,50,15303.0
167,1680,327.0,50,15282.0
168,1690,328.0,50,15889.0
169,1700,304.0,50,15240.0
170,1710,296.0,50,15499.0
171,1720,323.0,50,15847.0
172,1730,336.0,50,16229.0
173,1740,338.0,50,15145.0
174,1750,342.0,50,15815.0
175,1760,322.0,50,15832.0
176,1770,360.0,50,16656.0
177,1780,357.0,50,16786.0
178,1790,347.0,50,16374.0
179,1800,357.0,50,17093.0
180,1810,342.0,50,16215.0
181,1820,342.0,50,16792.0
182,1830,362.0,50,16620.0
183,1840,362.0,50,16895.0
184,1850,351.0,50,16985.0
185,1860,347.0,50,16954.0
186,1870,350.0,50,17030.0
187,1880,334.0,50,16891.0
188,1890,357.0,50,17078.0
189,1900,350.0,50,17116.0
190,1910,352.0,50,17404.0
191,1920,366.0,50,17523.0
192,1930,345.0,50,17586.0
193,1940,355.0,50,16848.0
194,1950,373.0,50,17899.0
195,1960,380.0,50,17874.0
196,1970,407.0,50,18033.0
197,1980,375.0,50,18488.0
198,1990,375.0,50,17721.0
199,2000,399.0,50,18296.0
200,2010,379.0,50,17805.0
201,2020,378.0,50,18284.0
202,2030,378.0,50,18657.0
203,2040,364.0,50,18693.0
204,2050,397.0,50,19350.0
205,2060,381.0,50,18821.0
206,2070,419.0,50,18361.0
207,2080,369.0,50,18487.0
208,2090,371.0,50,18070.0
209,2100,393.0,50,19413.0
210,2110,404.0,50,19395.0
211,2120,400.0,50,19603.0
212,2130,386.0,50,18852.0
213,2140,403.0,50,19004.0
214,2150,397.0,50,19561.0
215,2160,386.0,50,19587.0
216,2170,405.0,50,19944.0
217,2180,387.0,50,19382.0
218,2190,410.0,50,19636.0
219,2200,423.0,50,19849.0
220,2210,411.0,50,20226.0
221,2220,400.0,50,19774.0
222,2230,412.0,50,19737.0
223,2240,420.0,50,20140.0
224,2250,429.0,50,20597.0
225,2260,444.0,50,20260.0
226,2270,411.0,50,20129.0
227,2280,421.0,50,20707.0
228,2290,421.0,50,20419.0
229,2300,438.0,50,20174.0
230,2310,426.0,50,20401.0
231,2320,416.0,50,20615.0
232,2330,438.0,50,20746.0
233,2340,430.0,50,21311.0
234,2350,441.0,50,21076.0
235,2360,422.0,50,21178.0
236,2370,442.0,50,21535.0
237,2380,451.0,50,21640.0
238,2390,445.0,50,21886.0
239,2400,448.0,50,21817.0
240,2410,445.0,50,21867.0
241,2420,450.0,50,21781.0
242,2430,463.0,50,22164.0
243,2440,445.0,50,22196.0
244,2450,488.0,50,22296.0
245,2460,472.0,50,21835.0
246,2470,458.0,50,22262.0
247,2480,460.0,50,22351.0
248,2490,462.0,50,22439.0
249,2500,463.0,50,22527.0
250,2510,465.0,50,22616.0
251,2520,467.0,50,22704.0
252,2530,469.0,50,22793.0
253,2540,470.0,50,22881.0
254,2550,472.0,50,22970.0
255,2560,474.0,50,23058.0
256,2570,476.0,50,23146.0
257,2580,477.0,50,23235.0
258,2590,479.0,50,23323.0
259,2600,481.0,50,23412.0
260,2610,483.0,50,23500.0
261,2620,484.0,50,23589.0
262,2630,486.0,50,23677.0
263,2640,488.0,50,23765.0
264,2650,489.0,50,23854.0
265,2660,491.0,50,23942.0
266,2670,493.0,50,24031.0
267,2680,495.0,50,24119.0
268,2690,496.0,50,24208.0
269,2700,498.0,50,24296.0
270,2710,500.0,50,24385.0
271,2720,502.0,50,24473.0
272,2730,503.0,50,24561.0
273,2740,505.0,50,24650.0
274,2750,507.0,50,24738.0
275,2760,509.0,50,24827.0
276,2770,510.0,50,24915.0
277,2780,512.0,50,25004.0
278,2790,514.0,50,25092.0
279,2800,515.0,50,25180.0
280,2810,517.0,50,25269.0
281,2820,519.0,50,25357.0
282,2830,521.0,50,25446.0
283,2840,522.0,50,25534.0
284,2850,524.0,50,25623.0
285,2860,526.0,50,25711.0
286,2870,528.0,50,25799.0
287,2880,529.0,50,25888.0
288,2890,531.0,50,25976.0
289,2900,533.0,50,26065.0
290,2910,535.0,50,26153.0
291,2920,536.0,50,26242.0
292,2930,538.0,50,26330.0
293,2940,540.0,50,26419.0
294,2950,541.0,50,26507.0
295,2960,543.0,50,26595.0
296,2970,545.0,50,26684.0
297,2980,547.0,50,26772.0
298,2990,548.0,50,26861.0
299,3000,550.0,50,26949.0
300,3010,552.0,50,27038.0
301,3020,554.0,50,27126.0
302,3030,555.0,50,27214.0
303,3040,557.0,50,27303.0
304,3050,559.0,50,27391.0
305,3060,560.0,50,27480.0
306,3070,562.0,50,27568.0
307,3080,564.0,50,27657.0
308,3090,566.0,50,27745.0
309,3100,567.0,50,27833.0
310,3110,569.0,50,27922.0
311,3120,571.0,50,28010.0
312,3130,573.0,50,28099.0
313,3140,574.0,50,28187.0
314,3150,576.0,50,28276.0
315,3160,578.0,50,28364.0
316,3170,580.0,50,28453.0
317,3180,581.0,50,28541.0
318,3190,583.0,50,28629.0
319,3200,585.0,50,28718.0
320,3210,586.0,50,28806.0
321,3220,588.0,50,28895.0
322,3230,590.0,50,28983.0
323,3240,592.0,50,29072.0
324,3250,593.0,50,29160.0
325,3260,595.0,50,29248.0
326,3270,597.0,50,29337.0
327,3280,599.0,50,29425.0
328,3290,600.0,50,29514.0
329,3300,602.0,50,29602.0
330,3310,604.0,50,29691.0
331,3320,606.0,50,29779.0
332,3330,607.0,50,29867.0
333,3340,609.0,50,29956.0
334,3350,611.0,50,30044.0
335,3360,612.0,50,30133.0
336,3370,614.0,50,30221.0
337,3380,616.0,50,30310.0
338,3390,618.0,50,30398.0
339,3400,619.0,50,30487.0
340,3410,621.0,50,30575.0
341,3420,623.0,50,30663.0
342,3430,625.0,50,30752.0
343,3440,626.0,50,30840.0
344,3450,628.0,50,30929.0
345,3460,630.0,50,31017.0
346,3470,632.0,50,31106.0
347,3480,633.0,50,31194.0
348,3490,635.0,50,31282.0
349,3500,637.0,50,31371.0
350,3510,638.0,50,31459.0
351,3520,640.0,50,31548.0
352,3530,642.0,50,31636.0
353,3540,644.0,50,31725.0
354,3550,645.0,50,31813.0
355,3560,647.0,50,31901.0
356,3570,649.0,50,31990.0
357,3580,651.0,50,32078.0
358,3590,652.0,50,32167.0
359,3600,654.0,50,32255.0
360,3610,656.0,50,32344.0
361,3620,657.0,50,32432.0
362,3630,659.0,50,32521.0
363,3640,661.0,50,32609.0
364,3650,663.0,50,32697.0
365,3660,664.0,50,32786.0
366,3670,666.0,50,32874.0
367,3680,668.0,50,32963.0
368,3690,670.0,50,33051.0
369,3700,671.0,50,33140.0
370,3710,673.0,50,33228.0
371,3720,675.0,50,33316.0
372,3730,677.0,50,33405.0
373,3740,678.0,50,33493.0
374,3750,680.0,50,33582.0
375,3760,682.0,50,33670.0
376,3770,683.0,50,33759.0
377,3780,685.0,50,33847.0
378,3790,687.0,50,33935.0
379,3800,689.0,50,34024.0
380,3810,690.0,50,34112.0
381,3820,692.0,50,34201.0
382,3830,694.0,50,34289.0
383,3840,696.0,50,34378.0
384,3850,697.0,50,34466.0
385,3860,699.0,50,34555.0
386,3870,701.0,50,34643.0
387,3880,703.0,50,34731.0
388,3890,704.0,50,34820.0
389,3900,706.0,50,34908.0
390,3910,708.0,50,34997.0
391,3920,709.0,50,35085.0
392,3930,711.0,50,35174.0
393,3940,713.0,50,35262.0
394,3950,715.0,50,35350.0
395,3960,716.0,50,35439.0
396,3970,718.0,50,35527.0
397,3980,720.0,50,35616.0
398,3990,722.0,50,35704.0
399,4000,723.0,50,35793.0
400,4010,725.0,50,35881.0
401,4020,727.0,50,35969.0
402,4030,729.0,50,36058.0
403,4040,730.0,50,36146.0
404,4050,732.0,50,36235.0
405,4060,734.0,50,36323.0
406,4070,735.0,50,36412.0
407,4080,737.0,50,36500.0
408,4090,739.0,50,36589.0
409,4100,741.0,50,36677.0
410,4110,742.0,50,36765.0
411,4120,744.0,50,36854.0
412,4130,746.0,50,36942.0
413,4140,748.0,50,37031.0
414,4150,749.0,50,37119.0
415,4160,751.0,50,37208.0
416,4170,753.0,50,37296.0
417,4180,754.0,50,37384.0
418,4190,756.0,50,37473.0
419,4200,758.0,50,37561.0
420,4210,760.0,50,37650.0
421,4220,761.0,50,37738.0
422,4230,763.0,50,37827.0
423,4240,765.0,50,37915.0
424,4250,767.0,50,38003.0
425,4260,768.0,50,38092.0
426,4270,770.0,50,38180.0
427,4280,772.0,50,38269.0
428,4290,774.0,50,38357.0
429,4300,775.0,50,38446.0
430,4310,777.0,50,38534.0
431,4320,779.0,50,38623.0
432,4330,780.0,50,38711.0
433,4340,782.0,50,38799.0
434,4350,784.0,50,38888.0
435,4360,786.0,50,38976.0
436,4370,787.0,50,39065.0
437,4380,789.0,50,39153.0
438,4390,791.0,50,39242.0
439,4400,793.0,50,39330.0
440,4410,794.0,50,39418.0
441,4420,796.0,50,39507.0
442,4430,798.0,50,39595.0
443,4440,800.0,50,39684.0
444,4450,801.0,50,39772.0
445,4460,803.0,50,39861.0
446,4470,805.0,50,39949.0
447,4480,806.0,50,40038.0
448,4490,808.0,50,40126.0
449,4500,810.0,50,40214.0
450,4510,812.0,50,40303.0
451,4520,813.0,50,40391.0
452,4530,815.0,50,40480.0
453,4540,817.0,50,40568.0
454,4550,819.0,50,40657.0
455,4560,820.0,50,40745.0
456,4570,822.0,50,40833.0
457,4580,824.0,50,40922.0
458,4590,826.0,50,41010.0
459,4600,827.0,50,41099.0
460,4610,829.0,50,41187.0
461,4620,831.0,50,41276.0
462,4630,832.0,50,41364.0
463,4640,834.0,50,41452.0
464,4650,836.0,50,41541.0
465,4660,838.0,50,41629.0
466,4670,839.0,50,41718.0
467,4680,841.0,50,41806.0
468,4690,843.0,50,41895.0
469,4700,845.0,50,41983.0
470,4710,846.0,50,42072.0
471,4720,848.0,50,42160.0
472,4730,850.0,50,42248.0
473,4740,852.0,50,42337.0
474,4750,853.0,50,42425.0
475,4760,855.0,50,42514.0
476,4770,857.0,50,42602.0
477,4780,858.0,50,42691.0
478,4790,860.0,50,42779.0
479,4800,862.0,50,42867.0
480,4810,864.0,50,42956.0
481,4820,865.0,50,43044.0
482,4830,867.0,50,43133.0
483,4840,869.0,50,43221.0
484,4850,871.0,50,43310.0
485,4860,872.0,50,43398.0
486,4870,874.0,50,43486.0
487,4880,876.0,50,43575.0
488,4890,877.0,50,43663.0
489,4900,879.0,50,43752.0
490,4910,881.0,50,43840.0
491,4920,883.0,50,43929.0
492,4930,884.0,50,44017.0
493,4940,886.0,50,44106.0
494,4950,888.0,50,44194.0
495,4960,890.0,50,44282.0
496,4970,891.0,50,44371.0
497,4980,893.0,50,44459.0
498,4990,895.0,50,44548.0
499,5000,897.0,50,44636.0
500,5010,898.0,50,44725.0
501,5020,900.0,50,44813.0
502,5030,902.0,50,44901.0
503,5040,903.0,50,44990.0
504,5050,905.0,50,45078.0
505,5060,907.0,50,45167.0
506,5070,909.0,50,45255.0
507,5080,910.0,50,45344.0
508,5090,912.0,50,45432.0
509,5100,914.0,50,45520.0
510,5110,916.0,50,45609.0
511,5120,917.0,50,45697.0
512,5130,919.0,50,45786.0
513,5140,921.0,50,45874.0
514,5150,923.0,50,45963.0
515,5160,924.0,50,46051.0
516,5170,926.0,50,46140.0
517,5180,928.0,50,46228.0
518,5190,929.0,50,46316.0
519,5200,931.0,50,46405.0
520,5210,933.0,50,46493.0
521,5220,935.0,50,46582.0
522,5230,936.0,50,46670.0
523,5240,938.0,50,46759.0
524,5250,940.0,50,46847.0
525,5260,942.0,50,46935.0
526,5270,943.0,50,47024.0
527,5280,945.0,50,47112.0
528,5290,947.0,50,47201.0
529,5300,949.0,50,47289.0
530,5310,950.0,50,47378.0
531,5320,952.0,51,47466.0
532,5330,954.0,51,47554.0
533,5340,955.0,51,47643.0
534,5350,957.0,51,47731.0
535,5360,959.0,51,47820.0
536,5370,961.0,52,47908.0
537,5380,962.0,52,47997.0
538,5390,964.0,52,48085.0
539,5400,966.0,52,48174.0
540,5410,968.0,52,48262.0
541,5420,969.0,52,48350.0
542,5430,971.0,52,48439.0
543,5440,973.0,52,48527.0
544,5450,974.0,52,48616.0
545,5460,976.0,52,48704.0
546,5470,978.0,52,48793.0
547,5480,980.0,53,48881.0
548,5490,981.0,53,48969.0
549,5500,983.0,53,49058.0
550,5510,985.0,53,49146.0
551,5520,987.0,53,49235.0
552,5530,988.0,53,49323.0
553,5540,990.0,53,49412.0
554,5550,992.0,53,49500.0
555,5560,994.0,53,49588.0
556,5570,995.0,53,49677.0
557,5580,997.0,53,49765.0
558,5590,999.0,54,49854.0
559,5600,1000.0,54,49942.0
560,5610,1002.0,54,50031.0
561,5620,1004.0,54,50119.0
562,5630,1006.0,54,50208.0
563,5640,1007.0,54,50296.0
564,5650,1009.0,54,50384.0
565,5660,1011.0,54,50473.0
566,5670,1013.0,54,50561.0
567,5680,1014.0,54,50650.0
568,5690,1016.0,54,50738.0
569,5700,1018.0,55,50827.0
570,5710,1020.0,55,50915.0
571,5720,1021.0,55,51003.0
572,5730,1023.0,55,51092.0
573,5740,1025.0,55,51180.0
574,5750,1026.0,55,51269.0
575,5760,1028.0,55,51357.0
576,5770,1030.0,55,51446.0
577,5780,1032.0,55,51534.0
578,5790,1033.0,55,51622.0
579,5800,1035.0,55,51711.0
580,5810,1037.0,56,51799.0
581,5820,1039.0,56,51888.0
582,5830,1040.0,56,51976.0
583,5840,1042.0,56,52065.0
584,5850,1044.0,56,52153.0
585,5860,1046.0,56,52242.0
586,5870,1047.0,56,52330.0
587,5880,1049.0,56,52418.0
588,5890,1051.0,56,52507.0
589,5900,1052.0,56,52595.0
590,5910,1054.0,56,52684.0
591,5920,1056.0,57,52772.0
592,5930,1058.0,57,52861.0
593,5940,1059.0,57,52949.0
594,5950,1061.0,57,53037.0
595,5960,1063.0,57,53126.0
596,5970,1065.0,57,53214.0
597,5980,1066.0,57,53303.0
598,5990,1068.0,57,53391.0
599,6000,1070.0,57,53480.0
600,6010,1071.0,57,53568.0
601,6020,1073.0,57,53656.0
602,6030,1075.0,58,53745.0
603,6040,1077.0,58,53833.0
604,6050,1078.0,58,53922.0
605,6060,1080.0,58,54010.0
606,6070,1082.0,58,54099.0
607,6080,1084.0,58,54187.0
608,6090,1085.0,58,54276.0
609,6100,1087.0,58,54364.0
610,6110,1089.0,58,54452.0
611,6120,1091.0,58,54541.0
612,6130,1092.0,58,54629.0
613,6140,1094.0,59,54718.0
614,6150,1096.0,59,54806.0
615,6160,1097.0,59,54895.0
616,6170,1099.0,59,54983.0
617,6180,1101.0,59,55071.0
618,6190,1103.0,59,55160.0
619,6200,1104.0,59,55248.0
620,6210,1106.0,59,55337.0
621,6220,1108.0,59,55425.0
622,6230,1110.0,59,55514.0
623,6240,1111.0,59,55602.0
624,6250,1113.0,60,55690.0
625,6260,1115.0,60,55779.0
626,6270,1117.0,60,55867.0
627,6280,1118.0,60,55956.0
628,6290,1120.0,60,56044.0
629,6300,1122.0,60,56133.0
630,6310,1123.0,60,56221.0
631,6320,1125.0,60,56310.0
632,6330,1127.0,60,56398.0
633,6340,1129.0,60,56486.0
634,6350,1130.0,60,56575.0
635,6360,1132.0,61,56663.0
636,6370,1134.0,61,56752.0
637,6380,1136.0,61,56840.0
638,6390,1137.0,61,56929.0
639,6400,1139.0,61,57017.0
640,6410,1141.0,61,57105.0
641,6420,1143.0,61,57194.0
642,6430,1144.0,61,57282.0
643,6440,1146.0,61,57371.0
644,6450,1148.0,61,57459.0
645,6460,1149.0,61,57548.0
646,6470,1151.0,62,57636.0
647,6480,1153.0,62,57724.0
648,6490,1155.0,62,57813.0
649,6500,1156.0,62,57901.0
650,6510,1158.0,62,57990.0
651,6520,1160.0,62,58078.0
652,6530,1162.0,62,58167.0
653,6540,1163.0,62,58255.0
654,6550,1165.0,62,58344.0
655,6560,1167.0,62,58432.0
656,6570,1168.0,62,58520.0
657,6580,1170.0,63,58609.0
658,6590,1172.0,63,58697.0
659,6600,1174.0,63,58786.0
660,6610,1175.0,63,58874.0
661,6620,1177.0,63,58963.0
662,6630,1179.0,63,59051.0
663,6640,1181.0,63,59139.0
664,6650,1182.0,63,59228.0
665,6660,1184.0,63,59316.0
666,6670,1186.0,63,59405.0
667,6680,1188.0,64,59493.0
668,6690,1189.0,64,59582.0
669,6700,1191.0,64,59670.0
670,6710,1193.0,64,59758.0
671,6720,1194.0,64,59847.0
672,6730,1196.0,64,59935.0
673,6740,1198.0,64,60024.0
674,6750,1200.0,64,60112.0
675,6760,1201.0,64,60201.0
676,6770,1203.0,64,60289.0
677,6780,1205.0,64,60378.0
678,6790,1207.0,65,60466.0
679,6800,1208.0,65,60554.0
680,6810,1210.0,65,60643.0
681,6820,1212.0,65,60731.0
682,6830,1214.0,65,60820.0
683,6840,1215.0,65,60908.0
684,6850,1217.0,65,60997.0
685,6860,1219.0,65,61085.0
686,6870,1220.0,65,61173.0
687,6880,1222.0,65,61262.0
688,6890,1224.0,65,61350.0
689,6900,1226.0,66,61439.0
690,6910,1227.0,66,61527.0
691,6920,1229.0,66,61616.0
692,6930,1231.0,66,61704.0
693,6940,1233.0,66,61792.0
694,6950,1234.0,66,61881.0
695,6960,1236.0,66,61969.0
696,6970,1238.0,66,62058.0
697,6980,1240.0,66,62146.0
698,6990,1241.0,66,62235.0
699,7000,1243.0,66,62323.0
700,7010,1245.0,67,62412.0
701,7020,1246.0,67,62500.0
702,7030,1248.0,67,62588.0
703,7040,1250.0,67,62677.0
704,7050,1252.0,67,62765.0
705,7060,1253.0,67,62854.0
706,7070,1255.0,67,62942.0
707,7080,1257.0,67,63031.0
708,7090,1259.0,67,63119.0
709,7100,1260.0,67,63207.0
710,7110,1262.0,67,63296.0
711,7120,1264.0,68,63384.0
712,7130,1265.0,68,63473.0
713,7140,1267.0,68,63561.0
714,7150,1269.0,68,63650.0
715,7160,1271.0,68,63738.0
716,7170,1272.0,68,63826.0
717,7180,1274.0,68,63915.0
718,7190,1276.0,68,64003.0
719,7200,1278.0,68,64092.0
720,7210,1279.0,68,64180.0
721,7220,1281.0,68,64269.0
722,7230,1283.0,69,64357.0
723,7240,1285.0,69,64446.0
724,7250,1286.0,69,64534.0
725,7260,1288.0,69,64622.0
726,7270,1290.0,69,64711.0
727,7280,1291.0,69,64799.0
728,7290,1293.0,69,64888.0
729,7300,1295.0,69,64976.0
730,7310,1297.0,69,65065.0
731,7320,1298.0,69,65153.0
732,7330,1300.0,69,65241.0
733,7340,1302.0,70,65330.0
734,7350,1304.0,70,65418.0
735,7360,1305.0,70,65507.0
736,7370,1307.0,70,65595.0
737,7380,1309.0,70,65684.0
738,7390,1311.0,70,65772.0
739,7400,1312.0,70,65860.0
740,7410,1314.0,70,65949.0
741,7420,1316.0,70,66037.0
742,7430,1317.0,70,66126.0
743,7440,1319.0,70,66214.0
744,7450,1321.0,71,66303.0
745,7460,1323.0,71,66391.0
746,7470,1324.0,71,66480.0
747,7480,1326.0,71,66568.0
748,7490,1328.0,71,66656.0
749,7500,1330.0,71,66745.0
750,7510,1331.0,71,66833.0
751,7520,1333.0,71,66922.0
752,7530,1335.0,71,67010.0
753,7540,1337.0,71,67099.0
754,7550,1338.0,71,67187.0
755,7560,1340.0,72,67275.0
756,7570,1342.0,72,67364.0
757,7580,1343.0,72,67452.0
758,7590,1345.0,72,67541.0
759,7600,1347.0,72,67629.0
760,7610,1349.0,72,67718.0
761,7620,1350.0,72,67806.0
762,7630,1352.0,72,67895.0
763,7640,1354.0,72,67983.0
764,7650,1356.0,72,68071.0
765,7660,1357.0,72,68160.0
766,7670,1359.0,73,68248.0
767,7680,1361.0,73,68337.0
768,7690,1362.0,73,68425.0
769,7700,1364.0,73,68514.0
770,7710,1366.0,73,68602.0
771,7720,1368.0,73,68690.0
772,7730,1369.0,73,68779.0
773,7740,1371.0,73,68867.0
774,7750,1373.0,73,68956.0
775,7760,1375.0,73,69044.0
776,7770,1376.0,73,69133.0
777,7780,1378.0,74,69221.0
778,7790,1380.0,74,69309.0
779,7800,1382.0,74,69398.0
780,7810,1383.0,74,69486.0
781,7820,1385.0,74,69575.0
782,7830,1387.0,74,69663.0
783,7840,1388.0,74,69752.0
784,7850,1390.0,74,69840.0
785,7860,1392.0,74,69929.0
786,7870,1394.0,74,70017.0
787,7880,1395.0,74,70105.0
788,7890,1397.0,75,70194.0
789,7900,1399.0,75,70282.0
790,7910,1401.0,75,70371.0
791,7920,1402.0,75,70459.0
792,7930,1404.0,75,70548.0
793,7940,1406.0,75,70636.0
794,7950,1408.0,75,70724.0
795,7960,1409.0,75,70813.0
796,7970,1411.0,75,70901.0
797,7980,1413.0,75,70990.0
798,7990,1414.0,75,71078.0
799,8000,1416.0,76,71167.0
800,8010,1418.0,76,71255.0
801,8020,1420.0,76,71343.0
802,8030,1421.0,76,71432.0
803,8040,1423.0,76,71520.0
804,8050,1425.0,76,71609.0
805,8060,1427.0,76,71697.0
806,8070,1428.0,76,71786.0
807,8080,1430.0,76,71874.0
808,8090,1432.0,76,71963.0
809,8100,1434.0,76,72051.0
810,8110,1435.0,77,72139.0
811,8120,1437.0,77,72228.0
812,8130,1439.0,77,72316.0
813,8140,1440.0,77,72405.0
814,8150,1442.0,77,72493.0
815,8160,1444.0,77,72582.0
816,8170,1446.0,77,72670.0
817,8180,1447.0,77,72758.0
818,8190,1449.0,77,72847.0
819,8200,1451.0,77,72935.0
820,8210,1453.0,77,73024.0
821,8220,1454.0,78,73112.0
822,8230,1456.0,78,73201.0
823,8240,1458.0,78,73289.0
824,8250,1459.0,78,73377.0
825,8260,1461.0,78,73466.0
826,8270,1463.0,78,73554.0
827,8280,1465.0,78,73643.0
828,8290,1466.0,78,73731.0
829,8300,1468.0,78,73820.0
830,8310,1470.0,78,73908.0
831,8320,1472.0,78,73997.0
832,8330,1473.0,79,74085.0
833,8340,1475.0,79,74173.0
834,8350,1477.0,79,74262.0
835,8360,1479.0,79,74350.0
836,8370,1480.0,79,74439.0
837,8380,1482.0,79,74527.0
838,8390,1484.0,79,74616.0
839,8400,1485.0,79,74704.0
840,8410,1487.0,79,74792.0
841,8420,1489.0,79,74881.0
842,8430,1491.0,79,74969.0
843,8440,1492.0,80,75058.0
844,8450,1494.0,80,75146.0
845,8460,1496.0,80,75235.0
846,8470,1498.0,80,75323.0
847,8480,1499.0,80,75411.0
848,8490,1501.0,80,75500.0
849,8500,1503.0,80,75588.0
850,8510,1505.0,80,75677.0
851,8520,1506.0,80,75765.0
852,8530,1508.0,80,75854.0
853,8540,1510.0,80,75942.0
854,8550,1511.0,81,76031.0
855,8560,1513.0,81,76119.0
856,8570,1515.0,81,76207.0
857,8580,1517.0,81,76296.0
858,8590,1518.0,81,76384.0
859,8600,1520.0,81,76473.0
860,8610,1522.0,81,76561.0
